sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,pl_insol,pl_eqt,ttv_flag,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,hostname
,,1.2833113,,,9.39506,,3343.46,2118.0,,8055.0,1.32,,,4.49,,,,,5576.01
,,52.5008645,,,12.41,,102.94,812.0,,4976.0,4.157,,,3.331,,12.183,,,K01299.01
,,3.2887898,,,10.5135877,,759.3373533,1338.8392647,,5800.0,1.24175,,,4.28004,,,,,114.01
,,1.9734615,,,16.6678,,17275.6,3193.0,,7962.9,3.62,,,3.6,,,,,1596.01
,,8.098754149,,,123.02,,452.03,1176.0,,6328.0,1.45,,,4.16,,11.587,,,K07349.01
1.0,1.0,3.48456408,0.0287,0.428,3.44,24.5,9.91,494.0,0.0,3207.0,0.2932,0.2634,0.15,4.944,44.9565,16.21,10.444,14.3817,K2-25
,,,,,11.625865,,49.504685,676.5210666,,5635.75,1.43565,,,4.12397,,,,,2317.01
,,49.41121127,,,6.77,,14.48,497.0,,5768.0,1.015,,,4.434,,15.0,,,K00523.01
,,0.53633519,,,1.81,,3603.58,1974.0,,5508.0,0.84,,,4.569,,15.546,,,K03059.01
,,1.805376,,,12.0157766,,535.3422852,1226.8109303,,5090.0,0.820538,,,4.54,,,,,3595.01
,,379.11996,,,2.74,,0.57,221.0,,5546.0,0.81,,,4.575,,15.496,,,K07124.02
,,26.0203329,,,4.53,,49.09,675.0,,5624.0,1.244,,,4.218,,15.889,,,K02280.01
,,3.29276797,,,1.39,,1068.95,1458.0,,5683.0,1.472,,,4.108,,12.727,,,K01929.02
,,85.338393,,,11.4,,71.36,741.0,,4850.0,4.696,,,3.134,,12.881,,,K07896.01
,,15.4032765,,,1.32,,36.41,626.0,,5272.0,0.799,,,4.508,,15.555,,,K05768.01
,,0.9337473,,,0.6,,1652.84,1625.0,,5649.0,0.741,,,4.606,,15.759,,,K07614.01
,,15.07277287,,,1.73,,38.57,635.0,,5521.0,0.771,,,4.594,,14.269,,,K04668.01
,,0.537110149,,,32.19,,24545.75,3195.0,,5395.0,2.537,,,3.739,,13.078,,,K04165.01
,,14.4751062,,,8.6976173,,6.5402175,407.866275,,3841.0,0.55035,,,4.69364,,,,,1278.01
,,2.8867624,,,1.24,,22.75,557.0,,3483.0,0.389,,,4.875,,14.717,,,K02705.01
,,9.69501146,,,2.08,,114.06,833.0,,5896.0,0.914,,,4.516,,15.809,,,K01593.01
1.0,1.0,0.728113,,,1.1,,,,0.0,3782.0,0.32,,-0.18,5.0,150.124,16.77,12.02,15.4185,EPIC 228836835
,,29.6193891,,,1.74,,26.79,580.0,,5618.0,0.996,,,4.401,,13.331,,,K01218.01
,,1.442592305,,,2.67,,12557.23,2700.0,,7216.0,2.043,,,3.983,,11.558,,,K02276.01
,,2.71603664,,,1.05,,807.43,1360.0,,6011.0,1.041,,,4.452,,14.801,,,K04360.01
,,1.922862476,,,70.65,,2631.95,1827.0,,6408.0,1.303,,,4.246,,15.925,,,K03629.01
,,52.5637056,,,3.28372,,14.3711,542.0,,5625.56,0.97,,,4.46798,,,,,1471.02
,,11.6332127,,,10.264,,126.951,935.0,,5287.7,1.73,,,3.88,,,,,685.01
,,4.16811839,,,2.28,,628.73,1277.0,,5689.0,1.313,,,4.202,,14.801,,,K01339.01
,,70.468171,,,3.46,,16.17,511.0,,6461.0,1.131,,,4.396,,14.811,,,K01685.01
,,2.31610674,,,0.7,,1393.98,1559.0,,6025.0,1.193,,,4.3,,13.608,,,K06871.01
,,4.93913074,,,24.03,,461.47,1182.0,,5956.0,1.17,,,4.324,,14.832,,,K01605.01
,,0.980505042,,,26.35,,3100.61,1904.0,,5794.0,1.059,,,4.372,,15.198,,,K04299.01
,,531.33282,,,2.67,,0.77,239.0,,6163.0,1.022,,,4.457,,15.191,,,K05201.01
,,11.5509742,,,11.0252,,56.355,763.0,,5625.0,1.06,,,4.49092,,,,,826.01
,,3.17323012,,,0.88,,112.21,830.0,,4500.0,0.633,,,4.632,,14.993,,,K02466.01
,,1.231363214,,,10.75,,1973.12,1699.0,,5780.0,1.0,,,4.438,,17.661,,,K04118.01
,,26.737139497,,,29.28,,43.59,655.0,,5794.0,1.155,,,4.317,,12.688,,,K05093.01
,,3.016182013,,,2.25,,1044.49,1449.0,,5611.0,1.4,,,4.144,,14.878,,,K01369.01
,,12.36564669,,,24.89,,98.51,804.0,,6075.0,0.952,,,4.495,,14.59,,,K01600.01
1.0,2.0,5.444017,0.0492,,2.06,,,537.0,0.0,3778.0,0.51,0.54,-0.05,4.75,101.632,14.639,10.589,13.8012,K2-117
,,4.15246118,,,7.62,,3354.56,1941.0,,4941.0,4.885,,,3.317,,14.604,,,K01108.03
,,30.47639859,,,43.01,,20.39,542.0,,5913.0,0.787,,,4.585,,14.84,,,K03362.01
,,8.0635,,,24.3071,,621.088,1390.0,,5657.0,1.71,,,3.97,,,,,360.01
,,9.705693,,,2.07,,237.46,1001.0,,5808.0,1.385,,,4.178,,14.93,,,K03127.01
,,4.409409243,,,10.95,,347.06,1101.0,,5600.0,0.975,,,4.368,,15.403,,,K00895.01
,,0.789171236,,,0.69,,1291.41,1527.0,,4776.0,0.811,,,4.516,,15.352,,,K07768.01
1.0,1.0,5.628466,,,2.68657205,,,,0.0,5250.0,1.717458,0.891587,-0.09,3.95,606.128,12.745,10.529,12.4386,K2-171
,,175.13892,,,3.06,,3.39,346.0,,5497.0,1.241,,,4.243,,15.245,,,K04009.01
,,0.532086296,,,16.99,,2417.28,1790.0,,5271.0,0.698,,,4.636,,15.397,,,K02646.01
,,5.93725628,,,0.86,,148.97,891.0,,5428.0,0.799,,,4.494,,14.702,,,K04297.01
,,0.493393859,,,1.4,,1203.14,1505.0,,4474.0,0.614,,,4.67,,15.398,,,K02882.02
,,13.37499553,,,2.01,,57.85,703.0,,5263.0,0.961,,,4.404,,14.738,,,K02451.01
,,24.30784323,,,2.14,,18.87,532.0,,5313.0,0.82,,,4.571,,12.63,,,K00306.01
,,1.33254428,,,0.93,,981.02,1427.0,,5460.0,0.734,,,4.543,,15.84,,,K07967.01
,,0.93378068,,,0.63,,985.2,1427.0,,4938.0,0.753,,,4.601,,15.89,,,K08008.01
,,1.072934147,,,81.42,,9590.04,2523.0,,7031.0,1.523,,,4.222,,13.96,,,K08028.01
,,1.1355457,,,21.5263238,,47965.7,4122.0,,10262.0,7.03693,,,,,,,,4225.01
,,8.99088621,,,2.78,,200.35,960.0,,5881.0,1.171,,,4.315,,13.431,,,K00159.01
,,13.6396648,,,1.1,,62.6,717.0,,5600.0,0.872,,,4.455,,15.204,,,K01278.04
1.0,2.0,28.482786,,,2.57581891,,,,0.0,5712.0,0.906367,0.963364,-0.09,4.55,315.014,12.524,10.876,12.3238,K2-195
,,36.473115046,,,53.1,,11.24,467.0,,5452.0,0.766,,,4.594,,14.359,,,K06791.01
,,27.0779813,,,2.03,,29.98,597.0,,5906.0,0.85,,,4.467,,14.17,,,K05586.01
,,7.053934488,,,2.36,,117.33,840.0,,5357.0,0.863,,,4.498,,13.916,,,K01165.01
,,11.9283194,,,0.98,,37.8,632.0,,5010.0,0.75,,,4.545,,15.577,,,K07910.01
1.0,0.0,1.117027,,,16.9,,,,0.0,,0.27,,,,164.337,16.76,11.735,15.2668,EPIC 213951550
,,12.5722897,,,1.09,,145.82,886.0,,6084.0,1.169,,,4.319,,12.885,,,K02555.01
,,3.7146478,,,15.2308,,698.148,1432.0,,5783.0,1.32,,,4.21,,,,,2579.01
,,0.760019,,,7.2902589,,9667.9228084,2529.0245379,,5690.2,1.65999,,,4.0,,,,,4838.01
,,36.292017,,,3.1,,54.91,694.0,,5843.0,1.615,,,4.069,,15.251,,,K02487.01
,,2.16146908,,,0.95,,1155.45,1487.0,,6047.0,1.013,,,4.422,,15.535,,,K07443.01
,,1.891268461,,,399.93,,153163.32,5047.0,,11287.0,4.662,,,3.642,,10.672,,,K06286.01
,,8.8088443,,,10.7596,,2579.38,1985.0,,8072.0,1.58,,,4.37,,,,,3358.01
,,2.819453322,,,29.8,,803.4,1357.0,,5767.0,1.074,,,4.33,,14.569,,,K01539.01
,,1.574063832,,,28.63,,1622.84,1619.0,,5951.0,0.962,,,4.411,,14.636,,,K06787.01
,,0.909314811,,,0.99,,9311.68,2503.0,,6508.0,1.447,,,4.163,,12.73,,,K04553.01
,,12.5748872,,,1.03,,3.49,349.0,,3552.0,0.387,,,4.867,,14.94,,,K04987.01
,,18.11473813,,,2.49,,112.43,830.0,,6109.0,1.36,,,4.247,,12.841,,,K01532.01
1.0,3.0,3.648103,0.0395,,1.13,1.86,,715.94,0.0,4236.0,0.58,0.62,-0.29,4.719,29.661,10.37,7.193,9.83773,GJ 9827
,,1.023471798,,,3.78,,2103.09,1727.0,,5741.0,0.893,,,4.491,,15.381,,,K01012.01
,,9.80321143,,,2.99,,152.12,896.0,,6170.0,0.992,,,4.472,,15.439,,,K01572.01
,,5.41908491,,,1.38,,225.71,989.0,,5814.0,0.881,,,4.523,,14.271,,,K01436.03
,,12.80758,,,11.4222,,28.4034,643.0,,5094.4,0.63,,,,,,,,1427.01
,,27.6775212,,,23.04,,22.91,558.0,,5797.0,0.828,,,4.563,,13.678,,,K03378.01
,,0.759766456,,,29.02,,4850.1,2128.0,,6174.0,1.026,,,4.455,,15.932,,,K01679.01
,,2.384052875,,,17.06,,244.87,1010.0,,4794.0,0.701,,,4.58,,15.836,,,K00836.01
,,46.50446209,,,,,,,,,,,,,,15.682,,,K05599.01
,,3.74788322,,,1.32,,266.76,1031.0,,5514.0,0.826,,,4.569,,15.817,,,K04475.01
,,245.01902,,,1.98,,2.17,310.0,,6167.0,1.01,,,4.451,,14.881,,,K04201.01
,,0.93376962,,,16.3,,3343.62,1937.0,,6056.0,0.975,,,4.448,,15.318,,,K04547.01
1.0,2.0,2.399964,0.031,0.13,1.32,,211.0,,0.0,4402.71,0.619575,0.701968,,,252.596,14.166,11.423,13.9152,K2-35
,,13.7270395,,,2.95921,,68.9542,802.0,,5777.0,1.09,,,4.38035,,,,,1723.01
,,3.222975318,,,1.47,,558.65,1239.0,,5823.0,0.96,,,4.427,,14.609,,,K01338.01
,,3.9813082,,,2.36323,,986.754,1561.0,,6011.9,1.16,,,4.36,,,,,4602.01
,,16.88954693,,,,,,,,,,,,,,14.736,,,K00594.01
,,4.30438,,,13.7564,,503.88,1319.0,,6056.9,4.82,,,4.17,,,,,988.01
,,1.633107509,,,0.53,,324.97,1083.0,,4579.0,0.684,,,4.596,,12.843,,,K00309.01
,,1.49861,,,,,90202.8,4828.0,,8590.0,,,,4.12,,,,,1309.01
,,4.029803201,,,47.58,,545.64,1233.0,,6024.0,1.078,,,4.385,,16.936,,,K03648.01
,,0.52880817,,,1.84,,37880.12,3558.0,,6224.0,2.368,,,3.815,,13.274,,,K06770.01
,,0.892061734,,,46.75,,2090.54,1724.0,,5561.0,0.855,,,4.512,,13.815,,,K06337.01
,,284.063137,,,6.36,,2.51,321.0,,5791.0,1.336,,,4.185,,13.929,,,K01783.02
,,527.68601,,,2.0,,0.4,203.0,,5657.0,0.824,,,4.567,,15.031,,,K08247.01
1.0,4.0,8.4112,0.0763,0.12,,4.33,,,0.0,5261.0,0.88,0.837,0.04,,47.2899,8.97,7.066,8.76221,HD 3167
1.0,2.0,5.3301,0.0426,,1.2327,,69.529,,0.0,4116.0,0.7,0.808,-0.205,4.656,285.162,15.013,11.86,14.5773,K2-413
,,45.3968385,,,21.23,,8.62,437.0,,5649.0,0.705,,,4.633,,15.024,,,K01859.01
,,3.1442556,,,4.69096,,685.022,1425.0,,5691.0,1.0,,,4.45,,,,,4605.01
,,4.309381978,,,1.89,,390.76,1134.0,,5541.0,1.089,,,4.332,,14.619,,,K00456.02
1.0,0.0,2.612938,,,,,,,0.0,5014.02,4.77742,,0.0857,,556.574,11.0221,8.838,10.7834,EPIC 211839430
1.0,1.0,8.679885,,,2.56948149,,,,0.0,5757.0,1.008231,1.047488,0.25,4.45,394.083,12.92,11.206,12.7137,K2-218
,,9.543584955,,,77.97,,401.55,1141.0,,5537.0,1.785,,,3.837,,12.256,,,K06400.01
,,5.17958,,,14.829,,669.018,1416.0,,6116.0,1.65,,,4.07,,,,,1921.01
,,0.837898153,,,1.26,,1128.57,1478.0,,4748.0,0.797,,,4.526,,15.72,,,K01731.02
,,3.690317047,,,20.23,,634.09,1280.0,,6120.0,1.054,,,4.395,,14.336,,,K01694.01
,,8.63050092,,,1.43,,70.63,739.0,,5352.0,0.764,,,4.599,,15.868,,,K02617.01
3.0,2.0,9.21165,0.0923,0.0,3.06,10.9,,1230.0,0.0,6302.0,1.511,1.194,-0.06,4.23,272.909,11.114,9.42,10.8204,K2-290
,,11.95474513,,,5.15,,159.04,906.0,,5059.0,1.657,,,3.976,,13.594,,,K00650.01
,,498.68845,,,2.44,,0.87,246.0,,6184.0,1.038,,,4.448,,15.166,,,K07537.01
,,3.709214104,,,1.16,,500.46,1206.0,,5833.0,1.022,,,4.407,,12.772,,,K00112.02
,,2.1176601,,,5.16544,,12280.2,2932.0,,5814.0,0.89,,,4.56,,,,,3948.01
,,7.448375935,,,34.37,,136.18,871.0,,5636.0,0.867,,,4.489,,15.178,,,K07273.01
,,13.75207851,,,2.81,,22.57,556.0,,4802.0,0.699,,,4.616,,15.587,,,K01569.01
,,2.99792926,,,1.12,,1611.51,1616.0,,5888.0,1.645,,,4.061,,12.003,,,K03008.01
,,15.0539886,,,1.44,,46.3,665.0,,5475.0,0.818,,,4.479,,14.503,,,K02483.01
,,1.914158508,,,13.63,,1730.47,1646.0,,6289.0,1.118,,,4.407,,14.446,,,K01132.01
,,3.6714717,,,10.678,,324.114,1182.0,,5618.0,1.54,,,4.06,,,,,1199.01
,,0.566810643,,,0.52,,3605.07,1976.0,,5776.0,0.758,,,4.598,,14.844,,,K04518.01
,,14.797219157,,,47.71,,90.8,787.0,,6343.0,0.931,,,4.495,,14.185,,,K06831.01
,,62.127677128,,,38.61,,6.15,402.0,,5344.0,0.807,,,4.494,,14.822,,,K03449.01
,,215.15218,,,1.36,,1.61,287.0,,5914.0,0.828,,,4.563,,15.075,,,K02349.01
,,18.93055119,,,4.41,,81.42,766.0,,5015.0,1.643,,,3.987,,14.417,,,K01914.01
,,4.0460644,,,18.2851,,6586.47,2509.0,,6404.0,1.81,,,4.03,,,,,4536.01
,,49.3567907,,,1.91,,38.86,637.0,,5862.0,1.67,,,4.05,,11.565,,,K00285.03
1.0,1.0,13.102,0.088,,2.66,1652.7077164,,447.0,0.0,3746.0,0.554,0.548,,4.691,120.311,14.794,10.734,13.9468,K2-416
,,5.49826,,,16.2801,,232.345,,,6362.6,1.34,,,,,,,,2017.01
,,1.7690121,,,10.5045599,,313.4011658,1073.1116296,,4683.0,0.701795,,,4.62,,,,,2206.01
,,6.98141327,,,1.42,,865.81,1384.0,,6054.0,2.163,,,3.923,,11.752,,,K02545.01
,,326.370361,,,22.6,,33.84,615.0,,5188.0,9.343,,,2.929,,10.963,,,K05313.01
,,17.42393582,,,3.29,,64.13,722.0,,6018.0,0.969,,,4.46,,15.601,,,K01724.01
,,70.61977122,,,,,,,,,,,,,,15.341,,,K05808.01
,,7.56126152,,,1.2,,149.17,891.0,,5853.0,0.895,,,4.529,,14.64,,,K02649.01
,,1.241483276,,,27.25,,2761.35,1847.0,,6140.0,1.053,,,4.394,,13.482,,,K03887.01
,,22.78078241,,,2.17,,2.73,328.0,,3731.0,0.498,,,4.75,,15.801,,,K00952.03
1.0,1.0,1.915291,0.0312,,13.85,,,1746.0,0.0,5599.0,1.56,1.1,0.38,4.1,638.7,13.256,11.479,13.0983,HATS-9
,,4.8170684,,,24.4342674,,952.2769628,1416.8065929,,6380.0,1.44956,,,4.24852,,,,,184.01
,,22.8030252,,,1.29,,119.6,843.0,,6063.0,1.613,,,4.061,,11.39,,,K00274.02
,,96.231257,,,29.26,,204.8,965.0,,4895.0,9.529,,,2.674,,13.648,,,K07792.01
,,30.8278245,,,2.42,,27.66,585.0,,5982.0,0.96,,,4.493,,15.765,,,K03279.01
1.0,1.0,13.115365,,,2.53,,,,0.0,3748.0,0.552,0.552,0.005,4.695,121.63,14.622,10.75,13.8429,K2-404
,,4.155,,,11.0678,,534.715,1339.0,,6270.0,1.57,,,4.14,,,,,387.01
,,40.069674617,,,27.38,,28.2,588.0,,5911.0,1.207,,,4.321,,14.458,,,K07265.01
,,2.489550708,,,36.91,,636.43,1281.0,,6018.0,0.794,,,4.569,,13.669,,,K07419.01
,,43.1312147,,,2.39,,22.21,554.0,,5839.0,1.067,,,4.327,,15.381,,,K01052.04
,,2.790643481,,,0.99,,104.74,816.0,,4353.0,0.603,,,4.681,,13.435,,,K04097.01
,,15.3573522,,,13.3280613,,47.2404772,668.6491835,,5462.0,0.915391,,,4.49258,,,,,7067.01
,,5.2439542,,,0.81,,86.51,778.0,,4920.0,0.691,,,4.636,,15.924,,,K06691.01
,,4.221626193,,,2.87,,453.2,1176.0,,6123.0,0.987,,,4.472,,14.708,,,K00532.01
,,1.759208679,,,66.06,,1121.32,1475.0,,5721.0,0.961,,,4.453,,15.409,,,K06248.01
,,1.39862757,,,2.39,,38048.23,3562.0,,7872.0,3.367,,,3.732,,11.915,,,K04047.01
,,2.46050095,,,1.03,,208.54,969.0,,4811.0,0.634,,,4.626,,15.245,,,K03113.01
,,242.484764,,,1.58,,1.51,283.0,,6068.0,0.829,,,4.568,,14.96,,,K05788.01
,,27.2672016,,,1.5781136,,1.6051398,287.0767134,,3546.0,0.460014,,,4.77262,,,,,2285.01
,,18.39629744,,,2.47,,27.09,582.0,,5316.0,0.804,,,4.57,,13.704,,,K00704.01
,,8.5893644,,,1.21,,93.09,792.0,,5602.0,0.817,,,4.571,,15.687,,,K07277.01
,,0.962864171,,,1.52,,1828.67,1666.0,,5704.0,0.804,,,4.575,,15.81,,,K02716.01
,,16.145671932,,,2.48,,20.98,546.0,,4900.0,0.741,,,4.602,,11.492,,,K00082.01
,,289.76961138,,,,,,,,,,,,,,12.714,,,K05161.01
,,7.4539297,,,,,520.65,,,,,,,,,13.272,,,K07608.01
,,6.238535444,,,2.53,,465.61,1185.0,,6267.0,1.258,,,4.28,,10.734,,,K00244.02
,,0.4900589,,,1.4741529,,2120.4474663,1730.7192689,,4891.0,0.726632,,,4.62,,,,,431.02
,,7.72513619,,,1.71,,26.91,581.0,,4245.0,0.637,,,4.641,,15.673,,,K02174.03
,,8.45744892,,,1.02,,220.05,982.0,,5903.0,1.137,,,4.304,,11.529,,,K00282.02
,,1.75147897,,,1.8,,7086.5,2340.0,,6823.0,2.037,,,4.04,,12.655,,,K01957.02
,,1.680425996,,,102.31,,5564.77,2203.0,,6844.0,1.629,,,4.145,,14.11,,,K06196.01
1.0,2.0,16.43445,,,2.213,,,,0.0,5789.0,0.907,0.731,-0.292,4.386,359.439,12.783,11.287,12.6473,K2-374
,,48.8882668,,,2.96,,5.23,386.0,,4821.0,0.788,,,4.529,,14.985,,,K02535.01
,,49.5740154,,,5.01,,1.46,280.0,,4040.0,0.527,,,4.714,,13.534,,,K03833.01
,,1.332560553,,,0.4,,574.99,1249.0,,4947.0,0.714,,,4.621,,12.912,,,K02867.01
,,0.925589891,,,50.6,,460202.18,6637.0,,4094.0,24.488,,,1.627,,10.795,,,K00031.01
,,5.7998189,,,2.6346124,,3.7367095,354.6027378,,3179.0,0.240233,,,4.99978,,,,,2120.01
,,4.030466786,,,4.48,,209.11,970.0,,5234.0,0.854,,,4.542,,14.924,,,K00433.01
,,0.93374232,,,18.29,,1706.25,1638.0,,5553.0,0.806,,,4.577,,15.239,,,K02391.01
,,4.7369669,,,2.93924,,307.522,1166.0,,5069.2,0.79,,,4.46,,,,,5068.01
,,3.855599139,,,3.57,,425.74,1158.0,,5936.0,0.965,,,4.501,,15.054,,,K00932.01
,,379.08202,,,23.99,,0.97,253.0,,5982.0,0.96,,,4.493,,15.813,,,K04100.01
,,10.043245,,,16.682435,,36.1287428,625.2921291,,5076.0,0.670549,,,4.71,,,,,550.02
,,0.895276162,,,172.25,,13121.22,2731.0,,5242.0,2.55,,,3.631,,16.397,,,K03607.01
,,1.33254024,,,0.59,,1777.13,1658.0,,6071.0,0.887,,,4.511,,14.282,,,K07972.01
,,0.84986054,,,67.45,,6185.9,2260.0,,5164.0,1.676,,,3.949,,14.319,,,K07331.01
1.0,1.0,8.269648,,,2.12381238,,,,0.0,5704.0,0.974398,0.999987,0.11,4.41,403.964,12.99,11.298,12.8302,K2-215
,,19.44639139,,,3.24,,50.73,681.0,,5815.0,0.954,,,4.421,,14.248,,,K00459.01
,,11.37936986,,,3.95,,99.68,806.0,,5714.0,1.015,,,4.428,,15.367,,,K00787.02
1.0,1.0,14.893291,0.1206,0.478,9.494023,100.11645,,804.0,0.0,5695.0,1.07,1.056,0.2,4.398,158.335,11.41,9.188,11.067,K2-287
,,1.0681394,,,19.5184,,7148.75,2561.0,,7248.0,2.23,,,3.95,,,,,4207.01
,,7.81153999,,,23.56,,62.96,718.0,,5150.0,0.71,,,4.628,,15.611,,,K01987.01
,,9.286964466,,,2.1,,79.68,762.0,,5546.0,0.81,,,4.575,,11.898,,,K00084.01
,,3.578757,,,12.1416042,,445.8323379,1171.9596007,,5482.59,1.06062,,,4.36922,,,,,4475.01
,,2.83401711,,,0.93,,859.57,1381.0,,6247.0,1.002,,,4.458,,15.036,,,K06853.01
,,0.603086711,,,36.0,,8675.9,2459.0,,6353.0,1.134,,,4.397,,13.989,,,K07747.01
,,5.40346248,,,108.46,,1398.38,1559.0,,6350.0,1.984,,,3.921,,13.615,,,K07098.01
,,94.289223,,,2.11,,4.39,369.0,,5632.0,0.904,,,4.537,,14.183,,,K02408.01
,,16.486796364,,,46.92,,290.46,1053.0,,6020.0,2.097,,,3.86,,13.645,,,K06712.01
,,2.7568649,,,,,,,,,,,,,,,,,3572.01
,,1.2391534,,,0.9654706,,21.6623126,550.2321395,,3042.0,0.197117,,,4.438,,,,,540.01
,,14.3641542,,,0.98,,94.33,795.0,,5925.0,1.033,,,4.364,,14.016,,,K05053.01
,,13.9028391,,,2.6136848,,77.4841883,756.6987586,,5876.0,0.983215,,,4.48,,,,,1097.02
,,1.752567456,,,26.56,,1202.54,1502.0,,5739.0,0.996,,,4.433,,14.449,,,K01354.01
,,0.660655454,,,16.81,,9210.84,2497.0,,6520.0,1.215,,,4.375,,15.666,,,K07994.01
2.0,1.0,2.36902,0.03359,0.16,1.70824866,7.3418362,,1366.0,0.0,5420.0,0.92,0.901,0.033,4.465,138.671,11.187,9.259,10.9277,K2-265
,,2.4919771,,,2.2187585,,39.6452664,639.9817426,,3948.0,0.482388,,,4.68962,,,,,1201.01
1.0,2.0,16.19697,,,1.99,,14.3,495.0,0.0,4455.0,0.696,0.67,-0.1,4.57,112.467,12.391,9.688,12.0433,K2-62
,,2.17813954,,,1.0,,4372.75,2073.0,,6511.0,1.851,,,4.003,,13.422,,,K07996.01
,,0.782068488,,,21.02,,343029.57,6169.0,,4475.0,20.237,,,2.113,,11.378,,,K05157.01
,,3.2235985,,,5.51341,,2064.8,,,8904.0,2.17,,,4.09,,,,,1038.01
,,9.40527028,,,25.39,,182.72,938.0,,6347.0,0.996,,,4.464,,14.685,,,K02089.01
,,1.88984957,,,73.04,,526.5,1221.0,,5328.0,0.716,,,4.571,,13.035,,,K06696.01
1.0,0.0,1.288312,,,,,,,0.0,3412.0,0.57612,0.568153,,4.67151,268.067,17.23,12.337,15.9032,EPIC 251292508
,,9.296746368,,,400.4,,1370.16,1552.0,,6461.0,2.884,,,3.67,,13.211,,,K07309.01
,,1.340649911,,,127.25,,3824.87,2004.0,,6332.0,1.222,,,4.26,,14.558,,,K05742.01
,,13.0366377,,,2.23,,283.97,1047.0,,6084.0,1.677,,,4.009,,13.543,,,K05691.01
,,5.78387049,,,2.07,,288.69,1051.0,,6063.0,1.012,,,4.476,,15.049,,,K02361.01
,,0.659299289,,,30.54,,3623.47,1979.0,,5791.0,0.852,,,4.524,,14.499,,,K04888.01
,,1.120646438,,,89.35,,14127.22,2783.0,,4972.0,4.034,,,3.449,,13.695,,,K01999.01
,,15.99560373,,,1.04,,21.54,550.0,,4955.0,0.721,,,4.61,,14.017,,,K01905.02
,,203.511886,,,2.07,,9.02,442.0,,6967.0,1.565,,,4.193,,12.341,,,K04708.01
,,2.9895092,,,18.8182218,,1949.8717061,1694.8109409,,6317.0,1.61396,,,4.12,,,,,5384.01
